Sx00,Sx01,Sx02,Sx03,Sx04,Sx05,Sx06,Force,z,theta,r
36,48,49,33,38,41,48,46.96,170,0,"9
"
35,48,49,33,38,41,48,46.97,170,0,"9
"
35,48,47,35,38,35,47,46.97,170,0,"9
"
35,46,47,35,38,35,47,46.96,170,0,"9
"
35,46,47,34,38,35,47,47,170,0,"9
"
35,46,46,34,37,41,47,47.02,170,0,"9
"
32,48,46,34,37,41,47,47.05,170,0,"9
"
32,48,46,31,37,38,42,47.03,170,0,"9
"
32,50,46,31,42,38,42,47.01,170,0,"9
"
34,50,46,35,42,38,49,47.02,170,0,"9
"
34,50,47,35,42,36,49,47.02,170,0,"9
"
37,44,47,35,42,36,49,46.99,170,0,"9
"
37,44,45,34,42,35,45,46.98,170,0,"9
"
37,42,45,34,42,35,45,46.99,170,0,"9
"
40,42,45,33,42,35,48,47.01,170,0,"9
"
40,42,46,33,40,38,48,47.04,170,0,"9
"
36,44,46,33,40,38,48,47,170,0,"9
"
36,44,49,35,40,43,45,46.93,170,0,"9
"
36,48,49,35,40,43,45,46.93,170,0,"9
"
37,48,49,34,40,43,48,46.93,170,0,"9
"
37,48,49,34,43,42,48,46.92,170,0,"9
"
30,46,49,34,43,42,48,46.9,170,0,"9
"
30,46,48,34,43,39,45,46.95,170,0,"9
"
30,46,48,34,44,39,45,46.92,170,0,"9
"
37,46,48,34,44,39,46,47.02,170,0,"9
"
37,46,48,34,41,35,46,47,170,0,"9
"
34,49,48,34,41,35,46,46.93,170,0,"9
"
34,49,48,31,41,38,47,46.9,170,0,"9
"
34,48,48,31,42,38,47,46.85,170,0,"9
"
36,48,48,37,42,38,47,46.82,170,0,"9
"
36,48,49,37,42,39,47,46.8,170,0,"9
"
38,52,49,37,42,39,47,46.79,170,0,"9
"
38,52,47,32,42,38,44,46.83,170,0,"9
"
38,45,47,32,42,38,44,46.8,170,0,"9
"
35,45,47,35,42,38,49,46.81,170,0,"9
"
35,45,48,35,41,40,49,46.84,170,0,"9
"
40,44,48,35,41,40,49,46.9,170,0,"9
"
40,44,48,35,41,37,46,46.81,170,0,"9
"
40,44,48,35,41,37,46,46.78,170,0,"9
"
35,44,48,33,41,37,47,46.83,170,0,"9
"
35,44,51,33,43,41,47,46.79,170,0,"9
"
36,43,51,33,43,41,47,46.78,170,0,"9
"
36,43,50,35,43,40,46,46.87,170,0,"9
"
33,45,50,35,42,37,46,75.93,170,0,"10
"
33,44,50,38,42,37,46,75.03,170,0,"10
"
39,44,47,38,42,37,45,74.19,170,0,"10
"
39,45,47,38,45,37,45,73.29,170,0,"10
"
40,45,44,34,45,37,46,72.5,170,0,"10
"
40,45,44,34,45,33,46,71.76,170,0,"10
"
40,48,44,38,45,33,46,71.01,170,0,"10
"
38,48,52,38,45,32,46,70.38,170,0,"10
"
38,49,52,38,45,32,46,69.82,170,0,"10
"
35,49,48,34,45,35,45,69.33,170,0,"10
"
35,49,48,34,45,35,45,68.65,170,0,"10
"
35,46,48,36,45,35,45,68.26,170,0,"10
"
34,46,55,36,45,37,47,67.96,170,0,"10
"
34,51,55,35,42,37,47,67.7,170,0,"10
"
32,51,45,35,42,35,43,67.39,170,0,"10
"
32,51,45,35,46,35,43,67.04,170,0,"10
"
32,46,45,30,46,35,43,66.7,170,0,"10
"
31,46,49,30,46,30,43,66.32,170,0,"10
"
31,43,49,34,45,30,43,66.11,170,0,"10
"
34,43,46,34,45,30,43,66.04,170,0,"10
"
34,43,46,34,46,30,43,65.92,170,0,"10
"
34,47,46,38,46,30,46,65.54,170,0,"10
"
36,47,51,38,44,35,46,65.29,170,0,"10
"
36,38,51,37,44,35,46,65.09,170,0,"10
"
38,38,48,37,44,33,45,64.83,170,0,"10
"
38,44,48,37,44,33,45,64.66,170,0,"10
"
38,44,48,37,44,33,45,64.49,170,0,"10
"
35,44,51,37,42,35,45,64.34,170,0,"10
"
35,44,51,35,42,35,45,64.18,170,0,"10
"
35,44,53,35,42,35,49,64.21,170,0,"10
"
35,46,53,35,45,35,49,64.13,170,0,"10
"
33,46,53,34,45,35,50,63.86,170,0,"10
"
33,46,52,34,44,36,50,63.62,170,0,"10
"
33,45,52,37,44,36,50,63.34,170,0,"10
"
31,45,53,37,44,33,47,63.21,170,0,"10
"
31,39,53,37,39,33,47,63.14,170,0,"10
"
32,39,53,32,39,33,50,63.12,170,0,"10
"
32,39,50,32,42,35,50,63,170,0,"10
"
32,38,50,33,42,35,50,62.94,170,0,"10
"
31,38,52,33,42,32,45,62.89,170,0,"10
"
31,39,52,33,41,32,45,62.74,170,0,"10
"
36,39,52,36,41,32,48,62.58,170,0,"10
"
36,39,57,36,41,33,48,62.54,170,0,"10
"
36,37,57,38,41,33,48,62.43,170,0,"10
"
34,37,52,38,41,34,50,62.32,170,0,"10
"
34,43,52,38,43,34,50,62.29,170,0,"10
"
31,43,52,38,43,34,47,62.24,170,0,"10
"
31,43,49,38,42,37,47,62.07,170,0,"10
"
31,40,49,38,42,37,47,62.04,170,0,"10
"
34,40,54,38,42,33,50,61.95,170,0,"10
"
34,42,54,38,41,33,50,61.79,170,0,"10
"
32,42,54,38,41,33,47,61.73,170,0,"10
"
32,42,49,38,44,35,47,61.74,170,0,"10
"
32,39,49,35,44,35,47,61.69,170,0,"10
"
35,39,51,35,44,32,49,61.63,170,0,"10
"
35,38,51,36,43,32,49,61.44,170,0,"10
"
40,38,51,36,43,32,46,61.4,170,0,"10
"
40,38,46,36,45,33,46,61.43,170,0,"10
"
40,40,46,33,45,33,46,61.32,170,0,"10
"
39,40,49,33,45,38,49,61.24,170,0,"10
"
39,40,49,36,46,38,49,61.24,170,0,"10
"
45,40,49,36,46,38,49,61.2,170,0,"10
"
45,40,45,36,46,33,49,61.08,170,0,"10
"
45,39,45,36,46,33,49,61,170,0,"10
"
40,39,46,36,46,32,45,61.04,170,0,"10
"
40,39,46,37,44,32,45,61.05,170,0,"10
"
46,39,50,37,44,32,44,60.92,170,0,"10
"
46,39,50,37,42,31,44,60.81,170,0,"10
"
46,42,50,33,42,31,44,60.81,170,0,"10
"
42,42,51,33,46,31,45,60.74,170,0,"10
"
42,41,51,39,46,31,45,60.73,170,0,"10
"
37,41,51,39,46,31,47,60.75,170,0,"10
"
37,41,51,39,41,35,47,60.67,170,0,"10
"
37,41,51,32,41,35,47,60.54,170,0,"10
"
35,41,49,32,NaN,32,49,60.48,170,0,"10
"
35,48,49,40,NaN,32,49,60.36,170,0,"10
"
37,48,49,40,NaN,35,46,60.29,170,0,"10
"
37,48,49,40,44,35,46,60.4,170,0,"10
"
37,42,49,37,44,35,46,60.37,170,0,"10
"
41,42,47,37,47,36,47,60.39,170,0,"10
"
41,46,47,35,47,36,47,60.37,170,0,"10
"
37,46,51,35,47,35,47,60.27,170,0,"10
"
37,46,51,35,46,35,47,60.2,170,0,"10
"
37,42,51,39,46,35,47,60.18,170,0,"10
"
38,42,49,39,45,31,43,60.14,170,0,"10
"
38,45,49,36,45,31,43,60.17,170,0,"10
"
36,45,50,36,45,35,47,60.08,170,0,"10
"
36,45,50,36,46,35,47,60.1,170,0,"10
"
36,45,50,36,46,35,47,60.09,170,0,"10
"
38,45,51,36,43,34,49,59.88,170,0,"10
"
38,47,51,33,43,34,49,59.75,170,0,"10
"
35,47,51,33,43,35,46,59.73,170,0,"10
"
35,47,51,38,42,35,46,59.76,170,0,"10
"
35,47,51,38,42,35,47,59.71,170,0,"10
"
38,47,54,38,40,34,47,59.75,170,0,"10
"
38,46,54,34,40,34,47,59.79,170,0,"10
"
40,46,54,34,40,35,46,59.74,170,0,"10
"
40,45,54,37,45,35,46,59.64,170,0,"10
"
40,45,54,37,45,35,49,59.66,170,0,"10
"
37,45,51,37,46,36,49,59.57,170,0,"10
"
37,48,51,32,46,36,49,59.62,170,0,"10
"
38,48,51,32,46,34,50,59.54,170,0,"10
"
38,47,51,34,48,34,50,59.51,170,0,"10
"
38,47,51,34,48,34,45,59.48,170,0,"10
"
43,47,46,34,43,35,45,59.39,170,0,"10
"
43,49,46,34,43,35,45,59.29,170,0,"10
"
39,49,51,34,43,36,44,59.29,170,0,"10
"
39,44,51,33,45,36,44,59.32,170,0,"10
"
39,44,51,33,45,36,51,59.35,170,0,"10
"
40,44,46,33,45,31,51,59.3,170,0,"10
"
40,46,46,39,45,31,51,59.23,170,0,"10
"
39,46,50,39,45,32,49,59.19,170,0,"10
"
39,51,50,33,49,32,49,59.25,170,0,"10
"
39,51,50,33,49,32,46,59.1,170,0,"10
"
36,51,50,33,47,33,46,59.1,170,0,"10
"
36,47,50,36,47,33,46,59.07,170,0,"10
"
40,47,47,36,49,32,43,59.1,170,0,"10
"
40,45,47,37,49,32,43,59.1,170,0,"10
"
40,45,47,37,49,32,48,59.09,170,0,"10
"
39,45,45,37,52,36,48,59.02,170,0,"10
"
39,50,45,34,52,36,48,59.04,170,0,"10
"
38,50,48,34,48,35,47,59.02,170,0,"10
"
38,44,48,33,48,35,47,58.96,170,0,"10
"
38,44,48,33,48,35,42,58.92,170,0,"10
"
38,44,48,33,44,36,42,58.91,170,0,"10
"
38,50,48,33,44,36,42,58.82,170,0,"10
"
36,50,46,33,48,36,49,58.82,170,0,"10
"
36,44,46,31,48,36,49,58.8,170,0,"10
"
36,44,49,31,48,36,48,58.72,170,0,"10
"
37,44,49,32,46,32,48,58.74,170,0,"10
"
37,50,49,32,46,32,48,58.75,170,0,"10
"
36,50,51,32,47,34,44,58.72,170,0,"10
"
36,42,51,35,47,34,44,58.6,170,0,"10
"
36,42,50,35,47,34,42,58.57,170,0,"10
"
41,42,50,37,48,37,42,58.6,170,0,"10
"
41,48,50,37,48,37,42,58.56,170,0,"10
"
35,48,53,37,43,34,48,58.54,170,0,"10
"
35,44,53,31,43,34,48,58.48,170,0,"10
"
35,44,48,31,43,35,45,58.5,170,0,"10
"
35,44,48,34,43,35,45,58.53,170,0,"10
"
35,45,48,34,43,35,45,58.55,170,0,"10
"
39,45,48,34,49,36,46,58.57,170,0,"10
"
39,45,48,35,49,36,46,58.53,170,0,"10
"
39,45,50,35,49,36,46,58.36,170,0,"10
"
41,45,50,34,48,36,46,58.4,170,0,"10
"
41,41,50,34,48,36,46,58.44,170,0,"10
"
35,41,48,34,49,37,49,58.39,170,0,"10
"
35,39,48,36,49,37,49,58.3,170,0,"10
"
35,39,48,36,49,36,44,58.3,170,0,"10
"
37,39,48,34,49,36,44,58.34,170,0,"10
"
37,44,48,34,49,36,44,58.29,170,0,"10
"
38,44,49,34,44,38,47,58.36,170,0,"10
"
38,45,49,37,44,38,47,58.35,170,0,"10
"
38,45,50,37,44,36,46,58.3,170,0,"10
"
37,45,50,36,46,36,46,58.36,170,0,"10
"
37,46,50,36,46,36,46,58.27,170,0,"10
"
39,46,49,36,47,42,47,58.22,170,0,"10
"
39,45,49,33,47,42,47,58.17,170,0,"10
"
39,45,48,33,47,40,44,58.14,170,0,"10
"
37,45,48,36,42,40,44,58.18,170,0,"10
"
37,44,48,36,42,40,44,58.11,170,0,"10
"
38,44,49,32,41,36,47,58.12,170,0,"10
"
38,43,49,32,41,36,47,58.11,170,0,"10
"
38,43,51,32,44,37,51,58.08,170,0,"10
"
37,43,51,36,44,37,51,58.12,170,0,"10
"
37,40,51,36,44,37,48,58.1,170,0,"10
"
39,40,53,36,48,39,48,58.07,170,0,"10
"
39,41,53,36,48,39,48,58.05,170,0,"10
"
39,41,48,36,43,37,49,57.98,170,0,"10
"
35,41,48,40,43,37,49,57.96,170,0,"10
"
35,47,48,40,43,37,47,57.94,170,0,"10
"
44,47,51,35,45,40,47,57.94,170,0,"10
"
44,46,51,35,45,40,47,57.85,170,0,"10
"
37,46,50,35,43,33,50,57.82,170,0,"10
"
37,42,50,35,43,33,50,57.91,170,0,"10
"
37,42,50,35,43,33,47,57.9,170,0,"10
"
42,42,52,36,41,37,47,57.87,170,0,"10
"
42,47,52,36,41,37,47,57.81,170,0,"10
"
35,47,45,36,48,35,49,57.78,170,0,"10
"
35,47,45,37,48,35,49,57.83,170,0,"10
"
35,47,45,37,48,35,46,57.84,170,0,"10
"
41,47,54,33,46,37,46,57.72,170,0,"10
"
41,44,54,33,46,37,46,57.67,170,0,"10
"
40,44,50,33,44,39,45,57.75,170,0,"10
"
40,46,50,37,44,39,45,57.76,170,0,"10
"
40,46,50,37,44,39,49,57.71,170,0,"10
"
38,46,50,37,45,38,49,57.78,170,0,"10
"
38,47,50,37,45,38,49,57.74,170,0,"10
"
38,47,49,37,48,36,45,57.7,170,0,"10
"
38,48,49,37,48,36,45,57.74,170,0,"10
"
38,48,49,37,48,36,48,57.7,170,0,"10
"
36,48,49,34,42,38,48,57.67,170,0,"10
"
36,42,49,34,42,38,48,57.64,170,0,"10
"
41,42,48,34,44,37,44,57.62,170,0,"10
"
41,43,48,38,44,37,44,57.57,170,0,"10
"
41,43,50,38,44,37,48,57.58,170,0,"10
"
38,43,50,33,44,36,48,57.61,170,0,"10
"
38,44,50,33,44,36,48,57.56,170,0,"10
"
44,44,53,36,44,36,47,57.57,170,0,"10
"
44,48,53,36,44,36,47,57.61,170,0,"10
"
44,48,52,36,44,36,45,57.57,170,0,"10
"
37,48,52,35,47,39,45,57.56,170,0,"10
"
37,46,52,35,47,39,45,57.49,170,0,"10
"
41,46,53,36,45,34,44,57.47,170,0,"10
"
41,44,53,36,45,34,44,57.54,170,0,"10
"
41,44,48,36,45,34,49,57.47,170,0,"10
"
39,44,48,34,46,39,49,57.43,170,0,"10
"
39,50,48,34,46,39,49,57.51,170,0,"10
"
36,50,49,34,44,38,44,57.48,170,0,"10
"
36,43,49,34,44,38,44,57.5,170,0,"10
"
36,43,48,34,46,39,49,57.46,170,0,"10
"
38,43,48,38,46,39,49,57.43,170,0,"10
"
38,44,48,38,46,39,49,57.34,170,0,"10
"
41,44,52,38,46,36,44,57.42,170,0,"10
"
41,49,52,38,46,36,44,57.48,170,0,"10
"
41,49,53,38,44,38,47,57.5,170,0,"10
"
38,49,53,34,44,38,47,57.39,170,0,"10
"
38,44,53,34,44,38,47,57.33,170,0,"10
"
35,44,49,35,43,35,45,57.33,170,0,"10
"
35,46,49,35,43,35,45,57.26,170,0,"10
"
35,46,50,35,47,35,46,57.31,170,0,"10
"
37,46,50,32,47,35,46,57.37,170,0,"10
"
37,44,50,32,47,35,46,57.37,170,0,"10
"
39,44,49,38,46,34,47,57.38,170,0,"10
"
39,45,49,38,46,34,47,57.31,170,0,"10
"
39,45,49,38,44,36,49,57.33,170,0,"10
"
38,45,49,34,44,36,49,57.33,170,0,"10
"
38,43,49,34,44,36,49,57.25,170,0,"10
"
41,43,52,37,45,40,45,57.34,170,0,"10
"
41,42,52,37,45,40,45,57.3,170,0,"10
"
41,42,52,37,47,37,50,57.28,170,0,"10
"
40,42,52,34,47,37,50,57.32,170,0,"10
"
40,42,52,34,47,37,50,57.19,170,0,"10
"
39,42,48,38,46,38,47,57.19,170,0,"10
"
39,44,48,38,46,38,47,57.16,170,0,"10
"
39,44,51,37,49,30,46,57.16,170,0,"10
"
38,44,51,37,49,30,46,57.23,170,0,"10
"
38,44,51,37,49,30,46,57.19,170,0,"10
"
41,44,52,33,43,36,50,57.17,170,0,"10
"
41,45,52,33,43,36,50,57.24,170,0,"10
"
41,45,51,35,49,33,47,57.25,170,0,"10
"
37,45,51,35,49,33,47,57.17,170,0,"10
"
37,47,51,35,49,33,46,57.1,170,0,"10
"
41,47,47,35,45,35,46,57.19,170,0,"10
"
41,44,47,35,45,35,46,57.17,170,0,"10
"
41,44,52,37,41,38,50,57.1,170,0,"10
"
36,44,52,37,41,38,50,57.16,170,0,"10
"
36,44,52,37,41,38,48,57.15,170,0,"10
"
40,44,49,37,44,38,48,57.15,170,0,"10
"
40,43,49,37,44,38,48,57.08,170,0,"10
"
40,43,48,35,46,36,41,57.12,170,0,"10
"
42,44,48,35,46,36,41,57.03,170,0,"10
"
42,44,48,35,46,36,45,56.95,170,0,"10
"
41,44,51,36,47,34,45,57.06,170,0,"10
"
41,45,51,36,47,34,45,57.02,170,0,"10
"
41,45,49,35,45,39,47,57.05,170,0,"10
"
39,43,49,35,45,39,47,57.05,170,0,"10
"
39,43,49,35,45,39,46,56.99,170,0,"10
"
40,43,49,32,44,35,46,57.03,170,0,"10
"
40,44,49,32,44,35,46,57.02,170,0,"10
"
40,44,52,37,44,34,50,57.06,170,0,"10
"
38,42,52,37,44,34,50,56.94,170,0,"10
"
38,42,50,37,43,34,48,56.95,170,0,"10
"
39,42,50,36,43,35,48,57,170,0,"10
"
39,44,50,36,43,35,48,56.97,170,0,"10
"
39,44,47,35,44,34,47,56.93,170,0,"10
"
40,44,47,35,44,34,47,56.99,170,0,"10
"
40,44,52,35,44,34,46,56.94,170,0,"10
"
38,44,52,33,44,32,46,56.97,170,0,"10
"
38,41,52,33,44,32,46,56.98,170,0,"10
"
38,41,51,34,47,33,44,56.98,170,0,"10
"
44,47,51,34,47,33,44,56.85,170,0,"10
"
44,47,49,35,46,33,46,56.83,170,0,"10
"
NaN,47,49,35,46,36,46,56.88,170,0,"10
"
NaN,40,49,35,46,36,46,56.88,170,0,"10
"
NaN,40,48,35,49,34,47,56.93,170,0,"10
"
41,47,48,35,49,34,47,56.89,170,0,"10
"
41,47,48,33,45,40,44,56.91,170,0,"10
"
35,47,48,33,45,40,44,56.93,170,0,"10
"
35,44,48,33,45,40,44,56.87,170,0,"10
"
35,44,47,38,46,33,50,56.82,170,0,"10
"
36,43,47,38,46,33,50,56.81,170,0,"10
"
36,43,49,37,43,30,47,56.87,170,0,"10
"
37,43,49,37,43,30,47,56.88,170,0,"10
"
37,42,49,37,43,30,47,56.88,170,0,"10
"
37,42,47,34,46,36,49,56.82,170,0,"10
"
40,42,47,34,46,36,49,56.78,170,0,"10
"
40,42,45,33,44,34,46,56.86,170,0,"10
"
38,42,45,33,44,34,46,56.81,170,0,"10
"
38,46,45,33,44,34,46,56.79,170,0,"10
"
38,46,46,36,46,36,45,56.81,170,0,"10
"
37,45,46,36,46,36,45,56.78,170,0,"10
"
37,45,51,35,43,35,47,56.8,170,0,"10
"
39,45,51,35,43,35,47,56.79,170,0,"10
"
39,43,51,35,43,35,47,56.74,170,0,"10
"
39,43,45,33,45,33,49,56.79,170,0,"10
"
36,40,45,33,45,33,49,56.77,170,0,"10
"
36,40,46,35,45,32,50,56.83,170,0,"10
"
34,40,46,35,45,32,50,56.83,170,0,"10
"
34,46,46,35,45,32,50,56.76,170,0,"10
"
34,46,43,34,44,39,48,56.78,170,0,"10
"
37,45,43,34,44,39,48,56.75,170,0,"10
"
37,45,51,33,44,36,49,56.77,170,0,"10
"
34,45,51,33,44,36,49,56.69,170,0,"10
"
34,44,51,33,44,36,49,56.73,170,0,"10
"
34,44,49,33,44,34,47,56.68,170,0,"10
"
41,45,49,33,44,34,47,56.71,170,0,"10
"
41,45,48,37,44,33,50,56.75,170,0,"10
"
33,45,48,37,44,33,50,56.68,170,0,"10
"
33,44,48,35,44,33,50,56.67,170,0,"10
"
33,44,49,35,42,34,44,56.7,170,0,"10
"
37,45,49,35,42,34,44,56.63,170,0,"10
"
37,45,51,35,48,31,47,56.64,170,0,"10
"
33,45,51,35,48,31,47,56.68,170,0,"10
"
33,47,51,34,48,31,43,56.7,170,0,"10
"
33,47,52,34,45,33,43,56.67,170,0,"10
"
38,45,52,34,45,33,43,56.64,170,0,"10
"
38,45,52,33,45,33,46,56.53,170,0,"10
"
34,45,52,33,45,33,46,56.53,170,0,"10
"
34,43,52,33,47,33,44,56.62,170,0,"10
"
34,43,49,33,47,33,44,56.6,170,0,"10
"
41,45,49,33,47,33,44,56.54,170,0,"10
"
39,49,52,35,44,42,44,-14.49,180,0,"2
"
37,47,52,33,40,42,44,-14.5,180,0,"2
"
37,47,49,33,40,40,47,-14.48,180,0,"2
"
39,50,49,33,40,40,47,-14.55,180,0,"2
"
39,50,50,33,39,40,51,-14.58,180,0,"2
"
39,50,50,33,39,42,51,-14.6,180,0,"2
"
34,44,50,36,41,42,51,-14.53,180,0,"2
"
34,44,53,36,41,39,50,-14.5,180,0,"2
"
34,47,53,36,41,39,50,-14.49,180,0,"2
"
34,47,49,36,46,39,51,-14.52,180,0,"2
"
34,47,49,36,46,39,51,-14.54,180,0,"2
"
37,44,49,34,45,39,51,-14.46,180,0,"2
"
37,44,46,34,45,40,50,-14.46,180,0,"2
"
41,48,46,33,45,40,50,-14.51,180,0,"2
"
41,48,51,33,44,39,43,-14.46,180,0,"2
"
41,48,51,33,44,39,43,-14.43,180,0,"2
"
37,48,51,35,45,39,43,-14.46,180,0,"2
"
37,48,55,35,45,39,46,-14.42,180,0,"2
"
40,49,55,33,45,39,46,-14.4,180,0,"2
"
40,49,53,33,47,31,44,-14.45,180,0,"2
"
40,49,53,33,47,31,44,-14.35,180,0,"2
"
37,44,53,34,42,31,44,-14.35,180,0,"2
"
37,44,52,34,42,38,52,-14.41,180,0,"2
"
37,48,52,33,42,38,52,-14.38,180,0,"2
"
37,48,51,33,41,39,51,-14.39,180,0,"2
"
37,48,51,36,41,39,51,-14.44,180,0,"2
"
35,52,48,36,43,39,51,-14.45,180,0,"2
"
35,52,48,36,43,40,47,-14.45,180,0,"2
"
37,46,48,34,43,40,47,-14.37,180,0,"2
"
37,46,49,34,45,37,45,-14.35,180,0,"2
"
37,46,49,36,45,37,45,-14.33,180,0,"2
"
36,39,51,36,45,37,45,-14.34,180,0,"2
"
36,39,51,36,45,39,44,-14.42,180,0,"2
"
38,45,51,38,44,39,44,-14.41,180,0,"2
"
38,45,52,38,44,40,46,-14.38,180,0,"2
"
38,45,52,33,44,40,46,-14.32,180,0,"2
"
37,45,52,33,47,40,46,-14.31,180,0,"2
"
37,45,52,33,47,42,50,-14.43,180,0,"2
"
41,45,52,35,44,42,50,-14.43,180,0,"2
"
41,45,53,35,44,39,46,-14.34,180,0,"2
"
41,45,53,38,44,39,46,-14.25,180,0,"2
"
34,44,54,38,46,39,47,-14.32,180,0,"2
"
34,44,54,38,46,37,47,-14.34,180,0,"2
"
32,45,54,32,49,37,47,-14.41,180,0,"2
"
32,45,48,32,49,42,49,-14.38,180,0,"2
"
32,44,48,35,49,42,49,-14.34,180,0,"2
"
38,44,48,35,47,42,46,-14.34,180,0,"2
"
38,44,48,35,47,34,46,-14.38,180,0,"2
"
35,47,48,33,45,34,46,-14.31,180,0,"2
"
35,47,47,33,45,40,48,-14.3,180,0,"2
"
35,49,47,34,45,40,48,-14.41,180,0,"2
"
35,49,47,34,46,40,47,-14.39,180,0,"2
"
35,49,47,35,46,42,47,-14.35,180,0,"2
"
40,41,47,35,45,42,47,-14.3,180,0,"2
"
40,41,48,35,45,36,50,-14.28,180,0,"2
"
40,47,48,39,45,36,50,-14.22,180,0,"2
"
42,47,49,39,44,36,52,-14.32,180,0,"2
"
42,47,49,33,44,40,52,-14.34,180,0,"2
"
37,41,49,33,45,40,52,-14.26,180,0,"2
"
37,41,54,33,45,37,45,-14.25,180,0,"2
"
37,46,54,36,45,37,45,-14.27,180,0,"2
"
35,46,50,36,44,37,45,-14.21,180,0,"2
"
35,46,50,33,44,38,45,-14.22,180,0,"2
"
37,40,50,33,43,38,45,-14.23,180,0,"2
"
37,40,51,33,43,39,46,-14.23,180,0,"2
"
37,45,51,35,40,39,46,-14.25,180,0,"2
"
36,45,45,35,40,40,46,-14.22,180,0,"2
"
36,45,45,36,40,40,46,-14.27,180,0,"2
"
41,43,49,36,46,40,46,-14.24,180,0,"2
"
41,43,49,36,46,40,45,-14.21,180,0,"2
"
41,45,49,35,42,40,45,-14.21,180,0,"2
"
36,45,46,35,42,38,44,-14.31,180,0,"2
"
36,45,46,38,42,38,44,-14.33,180,0,"2
"
32,41,45,38,41,38,44,-14.29,180,0,"2
"
32,41,45,38,41,39,44,-14.22,180,0,"2
"
37,43,45,33,44,39,44,-14.17,180,0,"2
"
37,43,43,33,44,42,43,-14.13,180,0,"2
"
37,43,43,38,44,42,43,-14.18,180,0,"2
"
38,42,45,38,38,42,43,-14.26,180,0,"2
"
38,42,45,37,38,41,46,-14.31,180,0,"2
"
37,45,45,37,43,41,46,-14.2,180,0,"2
"
37,45,47,37,43,39,44,-14.25,180,0,"2
"
37,45,47,33,43,8190,44,-14.22,180,0,"2
"
36,45,50,33,39,NaN,47,-14.17,180,0,"2
"
36,45,50,34,39,NaN,47,-14.15,180,0,"2
"
36,48,50,34,39,38,47,-14.15,180,0,"2
"
36,48,45,34,39,38,43,-14.26,180,0,"2
"
36,51,45,34,39,44,43,-14.31,180,0,"2
"
38,51,48,34,41,44,49,-14.2,180,0,"2
"
38,51,48,35,41,44,49,-14.14,180,0,"2
"
37,50,48,35,40,40,49,-14.17,180,0,"2
"
37,50,46,35,40,40,46,-14.2,180,0,"2
"
37,50,46,36,40,38,46,-14.11,180,0,"2
"
38,50,48,36,37,38,47,-14.12,180,0,"2
"
38,50,48,38,37,38,47,-14.19,180,0,"2
"
35,48,48,38,44,38,47,-14.18,180,0,"2
"
35,48,49,38,44,38,45,-14.16,180,0,"2
"
35,51,49,34,43,33,45,-14.17,180,0,"2
"
36,51,46,34,43,33,45,-14.09,180,0,"2
"
36,51,46,37,43,33,45,-14.13,180,0,"2
"
34,51,46,37,42,41,45,-14.13,180,0,"2
"
34,51,44,37,42,41,47,-14.09,180,0,"2
"
34,50,44,41,37,40,47,-14.08,180,0,"2
"
38,50,48,41,37,40,48,-14.11,180,0,"2
"
38,50,48,34,37,40,48,-14.14,180,0,"2
"
39,47,44,34,40,38,48,-14.17,180,0,"2
"
39,47,44,34,40,38,50,-14.18,180,0,"2
"
39,51,44,34,40,39,50,-14.17,180,0,"2
"
34,51,48,34,40,39,48,-14.1,180,0,"2
"
34,51,48,37,40,39,48,-14.14,180,0,"2
"
32,47,48,37,42,38,48,-14.09,180,0,"2
"
32,47,48,33,42,38,47,-14.08,180,0,"2
"
32,43,48,33,41,39,47,-14.01,180,0,"2
"
41,43,47,33,41,39,46,-14.04,180,0,"2
"
41,43,47,35,41,39,46,-14.02,180,0,"2
"
35,47,50,35,44,42,46,-14.06,180,0,"2
"
35,47,50,34,44,42,47,-14.12,180,0,"2
"
35,47,50,34,39,40,47,-14.11,180,0,"2
"
34,47,46,34,39,40,47,-14.09,180,0,"2
"
34,47,46,40,39,40,47,-14.06,180,0,"2
"
35,48,49,40,41,40,47,-14.04,180,0,"2
"
35,48,49,33,41,40,48,-14.06,180,0,"2
"
35,46,49,33,41,38,48,-14.08,180,0,"2
"
37,46,51,33,41,38,42,-14.02,180,0,"2
"
37,46,51,34,41,40,42,-14.06,180,0,"2
"
35,45,50,34,41,40,43,-14.07,180,0,"2
"
35,45,50,32,41,40,43,-14,180,0,"2
"
38,49,50,32,40,38,43,-14.03,180,0,"2
"
38,49,50,32,40,38,50,-14.04,180,0,"2
"
38,49,50,35,44,40,50,-13.99,180,0,"2
"
38,49,49,35,44,40,51,-13.99,180,0,"2
"
38,49,49,32,44,40,51,-14.02,180,0,"2
"
34,43,49,32,40,36,51,-14.06,180,0,"2
"
34,43,49,34,40,36,46,-14.04,180,0,"2
"
34,48,49,34,44,43,46,-13.99,180,0,"2
"
37,48,45,34,44,43,51,-14.01,180,0,"2
"
37,48,45,32,44,43,51,-14,180,0,"2
"
37,43,45,32,45,40,51,-14.04,180,0,"2
"
37,43,52,36,45,40,45,-14.07,180,0,"2
"
37,44,52,36,40,39,45,-14,180,0,"2
"
39,44,45,36,40,39,42,-13.96,180,0,"2
"
39,44,45,38,40,39,42,-14.06,180,0,"2
"
33,45,45,38,42,40,42,-14.05,180,0,"2
"
33,45,53,34,42,40,50,-14.03,180,0,"2
"
33,47,53,34,40,37,50,-14.02,180,0,"2
"
40,47,49,34,40,37,48,-14.04,180,0,"2
"
